timestamp,cpu_utilization,memory_usage
2025-01-01 00:00:00,22.55153756963777,26.806318585145625
2025-01-01 00:05:00,22.275325219537198,40.996220321885154
2025-01-01 00:10:00,25.600610038052636,46.56122545331962
2025-01-01 00:15:00,17.01593325191362,40.44776515623781
2025-01-01 00:20:00,27.23078912657843,29.800056096212444
2025-01-01 00:25:00,7.8467563272654335,41.14219577865565
2025-01-01 00:30:00,27.82672322177902,40.120802991942
2025-01-01 00:35:00,26.855822570081653,31.934591994945755
2025-01-01 00:40:00,25.23346163293207,24.028727709771772
2025-01-01 00:45:00,22.856897346783768,39.75137734829259
2025-01-01 00:50:00,19.998489385884795,37.772832911703084
2025-01-01 00:55:00,29.497898779668297,44.63572827030805
2025-01-01 01:00:00,20.726961470979738,35.84934606991894
2025-01-01 01:05:00,23.264284163614988,37.5147945054573
2025-01-01 01:10:00,17.660429940191108,31.500405542925144
2025-01-01 01:15:00,21.669696831951256,48.38973796556419
2025-01-01 01:20:00,16.48732982734162,29.393623493136175
2025-01-01 01:25:00,21.609115585618962,31.00598049029461
2025-01-01 01:30:00,23.78071348173472,24.292866598425135
2025-01-01 01:35:00,14.904733562139478,45.170630050419
2025-01-01 01:40:00,16.470882302734008,44.22964296069678
2025-01-01 01:45:00,23.478599859371865,32.08284456956697
2025-01-01 01:50:00,19.123563126989836,41.13386100558663
2025-01-01 01:55:00,20.576396126144378,51.85572886526917
2025-01-01 02:00:00,27.55611127412357,49.93625489158191
2025-01-01 02:05:00,23.86116862264164,37.796336010875656
2025-01-01 02:10:00,30.90631127721808,51.85893312323498
2025-01-01 02:15:00,12.34635487103268,43.509992032935976
2025-01-01 02:20:00,23.614090816551254,41.872457629099266
2025-01-01 02:25:00,22.18850847752378,47.94752158584296
2025-01-01 02:30:00,25.297681688063136,35.733032355879686
2025-01-01 02:35:00,14.880941060832466,31.911667532677633
2025-01-01 02:40:00,20.540901135668225,29.113568032285997
2025-01-01 02:45:00,24.901776342262444,49.00401697946991
2025-01-01 02:50:00,19.09874488184853,41.65302217904581
2025-01-01 02:55:00,30.464723050032227,38.69375055277145
2025-01-01 03:00:00,18.12137960152067,41.77069854838073
2025-01-01 03:05:00,23.16575410560628,32.063761751882005
2025-01-01 03:10:00,18.314036403526885,25.93636631200271
2025-01-01 03:15:00,9.230291784868243,30.216624441034387
2025-01-01 03:20:00,17.058329507511175,45.403882561722725
2025-01-01 03:25:00,25.465273716561388,19.741298808918753
2025-01-01 03:30:00,24.599345104412883,36.601984206886975
2025-01-01 03:35:00,20.644746969948745,37.94180327241992
2025-01-01 03:40:00,31.376086848317524,45.52971024796664
2025-01-01 03:45:00,20.455967888561606,34.75640586174542
2025-01-01 03:50:00,22.873659853276592,47.865914438549986
2025-01-01 03:55:00,17.94090710244501,45.65300951801683
2025-01-01 04:00:00,22.937339602008148,34.937805964952666
